电视更新2025-3-11/23,#genre#
NewTV精品综合,http://yc.myds.me:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
newtv精品大剧,http://yc.myds.me:35455/itv/1000000004000013968.m3u8?cdn=ystenlive
newtv精品纪录,http://yc.myds.me:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
newtv精品体育,http://yc.myds.me:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
NEWTV精品萌宠,http://yc.myds.me:35455/itv/1000000006000032328.m3u8?cdn=ystenlive
newtv爱情喜剧,http://yc.myds.me:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
newtv超级电视剧,http://yc.myds.me:35455/itv/1000000006000268003.m3u8?cdn=ystenlive
newtv超级电影,http://yc.myds.me:35455/itv/1000000003000012426.m3u8?cdn=ystenlive
newtv超级体育,http://yc.myds.me:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
newtv超级综艺,http://yc.myds.me:35455/itv/1000000006000268002.m3u8?cdn=ystenlive
newtv潮妈辣婆,http://yc.myds.me:35455/itv/2000000003000000018.m3u8?cdn=hnbblive
NewTV东北热剧,http://yc.myds.me:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
newtv动作电影,http://yc.myds.me:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
NewTV古装剧场,http://yc.myds.me:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
NewTV欢乐剧场,http://yc.myds.me:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
newtv家庭剧场,http://yc.myds.me:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
NewTV金牌综艺,http://yc.myds.me:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
newtv惊悚悬疑,http://yc.myds.me:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
newtv军旅剧场,http://yc.myds.me:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
newtv军事评论,http://yc.myds.me:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
NewTV魅力潇湘,http://yc.myds.me:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
NewTV明星大片,http://yc.myds.me:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
newtv农业致富,http://yc.myds.me:35455/itv/2000000003000000003.m3u8?cdn=hnbblive
NEWTV武博世界,http://yc.myds.me:35455/itv/2000000003000000007.m3u8?cdn=hnbblive
newtv炫舞未来,http://yc.myds.me:35455/itv/1000000001000000515.m3u8?cdn=ystenlive
newtv怡伴健康,http://yc.myds.me:35455/itv/1000000005000266011.m3u8?cdn=ystenlive
newtv中国功夫,http://yc.myds.me:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
NEWTV黑莓电影,http://yc.myds.me:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
NEWTV黑莓动画,http://yc.myds.me:35455/itv/1000000004000021734.m3u8?cdn=ystenlive
NEWTV哒啵电竞,http://yc.myds.me:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
NEWTV哒啵赛事,http://yc.myds.me:35455/itv/1000000001000003775.m3u8?cdn=ystenlive

IHOT爱电竞,http://yc.myds.me:35455/itv/6000000006000230630.m3u8?cdn=wasusyt
IHOT爱谍战,http://yc.myds.me:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
IHOT爱动漫,http://yc.myds.me:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
IHOT爱都市,http://yc.myds.me:35455/itv/6000000006000080630.m3u8?cdn=wasusyt
IHOT爱怀旧,http://yc.myds.me:35455/itv/6000000006000260630.m3u8?cdn=wasusyt
IHOT爱经典,http://yc.myds.me:35455/itv/6000000006000060630.m3u8?cdn=wasusyt
IHOT爱科幻,http://yc.myds.me:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
IHOT爱科学,http://yc.myds.me:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
IHOT爱浪漫,http://yc.myds.me:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
IHOT爱历史,http://yc.myds.me:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
IHOT爱旅行,http://yc.myds.me:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
IHOT爱奇谈,http://yc.myds.me:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
IHOT爱青春,http://yc.myds.me:35455/itv/6000000006000100630.m3u8?cdn=wasusyt
IHOT爱赛车,http://yc.myds.me:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
IHOT爱体育,http://yc.myds.me:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
IHOT爱玩具,http://yc.myds.me:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
IHOT爱喜剧,http://yc.myds.me:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
IHOT爱悬疑,http://yc.myds.me:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
IHOT爱幼教,http://yc.myds.me:35455/itv/6000000006000180630.m3u8?cdn=wasusyt
IHOT爱院线,http://yc.myds.me:35455/itv/6000000006000030630.m3u8?cdn=wasusyt

咪咕1,http://yc.myds.me:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕2,http://yc.myds.me:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕3,http://yc.myds.me:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕4,http://yc.myds.me:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕5,http://yc.myds.me:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕6,http://yc.myds.me:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕7,http://yc.myds.me:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕8,http://yc.myds.me:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕9,http://yc.myds.me:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕10,http://yc.myds.me:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕11,http://yc.myds.me:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕12,http://yc.myds.me:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕13,http://yc.myds.me:35455/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕14,http://yc.myds.me:35455/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕15,http://yc.myds.me:35455/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕16,http://yc.myds.me:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕17,http://yc.myds.me:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕18,http://yc.myds.me:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕19,http://yc.myds.me:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕20,http://yc.myds.me:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕21,http://yc.myds.me:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕22,http://yc.myds.me:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕23,http://yc.myds.me:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕24,http://yc.myds.me:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕25,http://yc.myds.me:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕26,http://yc.myds.me:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕27,http://yc.myds.me:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕28,http://yc.myds.me:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕29,http://yc.myds.me:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕30,http://yc.myds.me:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕31,http://yc.myds.me:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕32,http://yc.myds.me:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕33,http://yc.myds.me:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕34,http://yc.myds.me:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕35,http://yc.myds.me:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕36,http://yc.myds.me:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕37,http://yc.myds.me:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕38,http://yc.myds.me:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕39,http://yc.myds.me:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕40,http://yc.myds.me:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕41,http://yc.myds.me:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕42,http://yc.myds.me:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕43,http://yc.myds.me:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕44,http://yc.myds.me:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕45,http://yc.myds.me:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕46,http://yc.myds.me:35455/itv/2000000003000000060.m3u8?cdn=hnbblive
咪咕47,http://yc.myds.me:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
咪咕48,http://yc.myds.me:35455/itv/2000000003000000062.m3u8?cdn=hnbblive
咪咕49,http://yc.myds.me:35455/itv/2000000003000000063.m3u8?cdn=hnbblive
咪咕50,http://yc.myds.me:35455/itv/2000000003000000064.m3u8?cdn=hnbblive
咪咕51,http://yc.myds.me:35455/itv/2000000003000000065.m3u8?cdn=hnbblive
咪咕52,http://yc.myds.me:35455/itv/1000000006000270001.m3u8?cdn=ystenlive
咪咕53,http://yc.myds.me:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
咪咕54,http://yc.myds.me:35455/itv/1000000006000270003.m3u8?cdn=ystenlive
咪咕55,http://yc.myds.me:35455/itv/1000000006000270004.m3u8?cdn=ystenlive
咪咕56,http://yc.myds.me:35455/itv/1000000006000270005.m3u8?cdn=ystenlive
咪咕57,http://yc.myds.me:35455/itv/1000000006000270006.m3u8?cdn=ystenlive

💝高清水管,#genre#

CCTV-1,http://ms.fxim.net:808/hls/1/index.m3u8

CCTV-2,http://ms.fxim.net:808/hls/2/index.m3u8

CCTV-3,http://ms.fxim.net:808/hls/3/index.m3u8

CCTV-4,http://ms.fxim.net:808/hls/4/index.m3u8

CCTV-5,http://ms.fxim.net:808/hls/5/index.m3u8

CCTV-6,http://ms.fxim.net:808/hls/6/index.m3u8

CCTV-7,http://ms.fxim.net:808/hls/7/index.m3u8

CCTV-8,http://ms.fxim.net:808/hls/8/index.m3u8

CCTV-9,http://ms.fxim.net:808/hls/9/index.m3u8

CCTV-10,http://ms.fxim.net:808/hls/10/index.m3u8

CCTV-11,http://ms.fxim.net:808/hls/11/index.m3u8

CCTV-12,http://ms.fxim.net:808/hls/12/index.m3u8

CCTV5+,http://ms.fxim.net:808/hls/13/index.m3u8

浙江卫视,http://ms.fxim.net:808/hls/14/index.m3u8

浙江少儿,http://ms.fxim.net:808/hls/15/index.m3u8

江苏卫视,http://ms.fxim.net:808/hls/16/index.m3u8

东方卫视,http://ms.fxim.net:808/hls/17/index.m3u8

安徽卫视,http://ms.fxim.net:808/hls/18/index.m3u8

重庆卫视,http://ms.fxim.net:808/hls/19/index.m3u8

四川卫视,http://ms.fxim.net:808/hls/20/index.m3u8

天津卫视,http://ms.fxim.net:808/hls/21/index.m3u8

北京卫视,http://ms.fxim.net:808/hls/22/index.m3u8

青海卫视,http://ms.fxim.net:808/hls/23/index.m3u8

辽宁卫视,http://ms.fxim.net:808/hls/24/index.m3u8

江西卫视,http://ms.fxim.net:808/hls/25/index.m3u8

甘肃卫视,http://ms.fxim.net:808/hls/26/index.m3u8

广东卫视,http://ms.fxim.net:808/hls/27/index.m3u8

吉林卫视,http://ms.fxim.net:808/hls/28/index.m3u8

湖南卫视,http://ms.fxim.net:808/hls/29/index.m3u8

湖北卫视,http://ms.fxim.net:808/hls/30/index.m3u8

河北卫视,http://ms.fxim.net:808/hls/31/index.m3u8

河南卫视,http://ms.fxim.net:808/hls/32/index.m3u8


💝NOW专区,#genre#
HBO, https://dko29we9nm1rd.cloudfront.net/hls/CH115/index.m3u8
Now 爆谷台, https://dko29we9nm1rd.cloudfront.net/hls/CH133/index.m3u8
Now爆谷星影台, https://dko29we9nm1rd.cloudfront.net/hls/CH138/index.m3u8
Now直播台, https://dko29we9nm1rd.cloudfront.net/hls/CH331/index.m3u8
Now新聞台, https://dko29we9nm1rd.cloudfront.net/hls/CH332/index.m3u8
Now財經台, https://dko29we9nm1rd.cloudfront.net/hls/CH333/index.m3u8
Now Sports 英超1台, https://dko29we9nm1rd.cloudfront.net/hls/CH621/index.m3u8
Now Sports 英超2台, https://dko29we9nm1rd.cloudfront.net/hls/CH622/index.m3u8
Now Sports 英超3台, https://dko29we9nm1rd.cloudfront.net/hls/CH623/index.m3u8
Now Sports 英超4台, https://dko29we9nm1rd.cloudfront.net/hls/CH624/index.m3u8
Now Sports 英超5台, https://dko29we9nm1rd.cloudfront.net/hls/CH625/index.m3u8
Now Sports 英超6台, https://dko29we9nm1rd.cloudfront.net/hls/CH626/index.m3u8
Now Sports 2, https://dko29we9nm1rd.cloudfront.net/hls/CH632/index.m3u8
Now Sports 3, https://dko29we9nm1rd.cloudfront.net/hls/CH633/index.m3u8
Now Sports 4, https://dko29we9nm1rd.cloudfront.net/hls/CH634/index.m3u8
Now Sports 5, https://dko29we9nm1rd.cloudfront.net/hls/CH635/index.m3u8
Now Sports 6, https://dko29we9nm1rd.cloudfront.net/hls/CH636/index.m3u8
Now Sports 7, https://dko29we9nm1rd.cloudfront.net/hls/CH637/index.m3u8
beIN SPORTS 1, https://dko29we9nm1rd.cloudfront.net/hls/CH638/index.m3u8
beIN SPORTS 2, https://dko29we9nm1rd.cloudfront.net/hls/CH639/index.m3u8
Now Sports 641, https://dko29we9nm1rd.cloudfront.net/hls/CH641/index.m3u8
NBATV, https://dko29we9nm1rd.cloudfront.net/hls/CH642/index.m3u8
Now Sports 651, https://dko29we9nm1rd.cloudfront.net/hls/CH651/index.m3u8
Now Sports 652, https://dko29we9nm1rd.cloudfront.net/hls/CH652/index.m3u8
Premier Sports, https://dko29we9nm1rd.cloudfront.net/hls/CH679/index.m3u8
Now Sports PLUS, https://dko29we9nm1rd.cloudfront.net/hls/CH680/index.m3u8

💝批量港台,#genre#

凤凰中文卫视,http://108.181.20.197/livehttpplay?channel_id=30014
凤凰香港台,http://108.181.20.197/livehttpplay?channel_id=30016
凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=30015
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
音乐欣赏1,http://61.221.215.25:8800/hls/49/index.m3u8
音乐欣赏2,http://61.221.215.25:8800/hls/58/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8#http://108.181.20.197/livehttpplay?channel_id=20073
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
探索频道,http://61.221.215.25:8800/hls/1/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
緯來電影,http://108.181.20.197/livehttpplay?channel_id=20199
好莱坞电影,http://108.181.20.197/livehttpplay?channel_id=20062
东森洋片,http://108.181.20.197/livehttpplay?channel_id=20080
龙祥时代电影,http://108.181.20.197/livehttpplay?channel_id=20114
龙华日韩,http://108.181.20.197/livehttpplay?channel_id=20081
龙华偶像,http://108.181.20.197/livehttpplay?channel_id=20023
美亚电影,http://108.181.20.197/livehttpplay?channel_id=20197
FGM电影,http://108.181.20.197/livehttpplay?channel_id=10123
天映经典,http://108.181.20.197/livehttpplay?channel_id=20063
八大精彩,http://108.181.20.197/livehttpplay?channel_id=20052
八大综合,http://108.181.20.197/livehttpplay?channel_id=20068
八大娱乐,http://108.181.20.197/livehttpplay?channel_id=20071
中天娱乐,http://108.181.20.197/livehttpplay?channel_id=20079
东森财经,http://108.181.20.197/livehttpplay?channel_id=20078
华视新闻,http://108.181.20.197/livehttpplay?channel_id=20086
民视新闻,http://108.181.20.197/livehttpplay?channel_id=20097
三立都会,http://108.181.20.197/livehttpplay?channel_id=20100
纬来体育,http://108.181.20.197/livehttpplay?channel_id=20120
纬来戏剧,http://108.181.20.197/livehttpplay?channel_id=20200
纬来娱乐,http://108.181.20.197/livehttpplay?channel_id=20202
纬来日本,http://108.181.20.197/livehttpplay?channel_id=20303
ELTA体育1,http://108.181.20.197/livehttpplay?channel_id=20043
ELTA体育2,http://108.181.20.197/livehttpplay?channel_id=20107
TVBS欢乐,http://108.181.20.197/livehttpplay?channel_id=20105
TVBS精彩,http://108.181.20.197/livehttpplay?channel_id=20136
NOW新闻,http://108.181.20.197/livehttpplay?channel_id=20041
非凡新闻,http://108.181.20.197/livehttpplay?channel_id=20034
壹新闻,http://108.181.20.197/livehttpplay?channel_id=20028
BBC地球,http://108.181.20.197/livehttpplay?channel_id=20044
HBOFAMILY,http://108.181.20.197/livehttpplay?channel_id=20092
CHANNEL8,http://108.181.20.197/livehttpplay?channel_id=10132
CN卡通,http://108.181.20.197/livehttpplay?channel_id=20048
HBOHITS,http://108.181.20.197/livehttpplay?channel_id=20091
台视,http://108.181.20.197/livehttpplay?channel_id=20076
公视,http://108.181.20.197/livehttpplay?channel_id=20087
中视,http://108.181.20.197/livehttpplay?channel_id=20088
星河,http://108.181.20.197/livehttpplay?channel_id=20070
民视,http://108.181.20.197/livehttpplay?channel_id=20074
采昌,http://108.181.20.197/livehttpplay?channel_id=20141
HOY78,http://108.181.20.197/livehttpplay?channel_id=20191
HBO1,http://108.181.20.197/livehttpplay?channel_id=20093
HBO2,http://108.181.20.197/livehttpplay?channel_id=20314
ELEVENSPORTS1,http://108.181.20.197/livehttpplay?channel_id=10104
ELEVENSPORTS2,http://108.181.20.197/livehttpplay?channel_id=10105
动画片,http://61.221.215.25:8800/hls/40/index.m3u8
尼克动画,http://108.181.20.197/livehttpplay?channel_id=20089
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
三立新闻,http://108.181.20.197/livehttpplay?channel_id=10126
博斯运动,http://108.181.20.197/livehttpplay?channel_id=10131
国家地理,http://108.181.20.197/livehttpplay?channel_id=20037
年代新闻,http://108.181.20.197/livehttpplay?channel_id=20033
美国中文电视,http://108.181.20.197/livehttpplay?channel_id=10128
东森新闻,http://108.181.20.197/livehttpplay?channel_id=20082


💝AKTV代理,#genre#
ROCKACTION,http://aktv_stream1.m16tv.cfd/stream/aktv/rockaction/AKTV.m3u8
TVBPLUS,http://aktv_stream1.m16tv.cfd/stream/aktv/tvbplus/AKTV.m3u8
TVBS新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/tvbs-1/AKTV.m3u8
TVN,http://aktv_stream1.m16tv.cfd/stream/aktv/tvn/AKTV.m3u8
中天新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
明珠剧集台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-19/AKTV.m3u8
明珠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
翡翠剧集台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
翡翠综合台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-17/AKTV.m3u8
鳳凰香港,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
黃金翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-21/AKTV.m3u8
AXN,http://aktv_stream1.m16tv.cfd/stream/aktv2/axn/AKTV.m3u8
ANIMAX(HK),http://aktv_stream1.m16tv.cfd/stream/aktv3/animaxhk/AKTV.m3u8
FRANCE24,http://aktv_stream1.m16tv.cfd/stream/aktv3/france24/AKTV.m3u8
NHKWORLDJAPAN,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhkworldjapan/AKTV.m3u8
NHK東京総合,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhk/AKTV.m3u8
NICKJR,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickjr/AKTV.m3u8
NICKELODEON,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickelodeon/AKTV.m3u8
28AI智慧賽馬,http://aktv_stream1.m16tv.cfd/stream/aktv/28ai/AKTV.m3u8
CHANNEL5,http://aktv_stream1.m16tv.cfd/stream/aktv/channel5hd/AKTV.m3u8
CHANNEL8,http://aktv_stream1.m16tv.cfd/stream/aktv/channel8hd/AKTV.m3u8
CHANNELU,http://aktv_stream1.m16tv.cfd/stream/aktv/channeluhd/AKTV.m3u8
MYTVSUPER18台,http://aktv_stream1.m16tv.cfd/stream/aktv/mytvsuper18/AKTV.m3u8
POPC,http://aktv_stream1.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
千禧經典台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/null-15/AKTV.m3u8
娛樂新聞台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/hk/AKTV.m3u8
寰宇新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
無線新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
美亞電影台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
鳳凰中文,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
LOVENATURE,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovenaturehd/AKTV.m3u8
无线新闻台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
東森新聞,http://aktv_stream1.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
DW,http://aktv_stream1.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
KIX,http://aktv_stream1.m16tv.cfd/stream/aktv3/kix/AKTV.m3u8
THRILL,http://aktv_stream1.m16tv.cfd/stream/aktv3/thrill/AKTV.m3u8
ZOOMOO,http://aktv_stream1.m16tv.cfd/stream/aktv3/zoomoo/AKTV.m3u8
亞洲新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
東方衛視國際頻道,http://aktv_stream1.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
無線衛星新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8

💝咪咕直播,#genre#

CCTV1,http://119.91.33.253/migu.php?id=cctv1 
CCTV2,http://119.91.33.253/migu.php?id=cctv2 
CCTV3,http://119.91.33.253/migu.php?id=cctv3 
CCTV4,http://119.91.33.253/migu.php?id=cctv4 
CCTV5,http://119.91.33.253/migu.php?id=cctv5 
CCTV5+,http://119.91.33.253/migu.php?id=cctv5p 
CCTV6,http://119.91.33.253/migu.php?id=cctv6 
CCTV7,http://119.91.33.253/migu.php?id=cctv7 
CCTV8,http://119.91.33.253/migu.php?id=cctv8 
CCTV9,http://119.91.33.253/migu.php?id=cctv9 
CCTV10,http://119.91.33.253/migu.php?id=cctv10 
CCTV11,http://119.91.33.253/migu.php?id=cctv11 
CCTV12,http://119.91.33.253/migu.php?id=cctv12 
CCTV13,http://119.91.33.253/migu.php?id=cctv13 
CCTV14,http://119.91.33.253/migu.php?id=cctv14 
CCTV15,http://119.91.33.253/migu.php?id=cctv15 
CCTV17,http://119.91.33.253/migu.php?id=cctv17


CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
中央新影-发现之旅,http://z.b.bkpcp.top/m.php?id=fxzl
中央新影-老故事,http://z.b.bkpcp.top/m.php?id=lgs
中央新影-中学生,http://z.b.bkpcp.top/m.php?id=zxs
CGTN纪录,http://z.b.bkpcp.top/m.php?id=cgtnjl
CGTN西语,http://z.b.bkpcp.top/m.php?id=cgtne
CGTN阿语,http://z.b.bkpcp.top/m.php?id=cgtna
CGTN法语,http://z.b.bkpcp.top/m.php?id=cgtnf
CGTN俄语,http://z.b.bkpcp.top/m.php?id=cgtnr
东方卫视,http://z.b.bkpcp.top/m.php?id=dfws
吉林卫视,http://z.b.bkpcp.top/m.php?id=jlws
青海卫视,http://z.b.bkpcp.top/m.php?id=qhws
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
湖北卫视,http://z.b.bkpcp.top/m.php?id=hubws
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws
海南卫视,http://z.b.bkpcp.top/m.php?id=hinws
四海钓鱼,http://z.b.bkpcp.top/m.php?id=shdy
江苏教育,http://z.b.bkpcp.top/m.php?id=jsjy
山东教育,http://z.b.bkpcp.top/m.php?id=sdjy
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy
欢笑剧场,http://z.b.bkpcp.top/m.php?id=hxjc
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy
CHC家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy

CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1$咪咕直播
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2$咪咕直播
CCTV3,http://tvbox6.icu/tv/migu.php?id=cctv3$咪咕直播
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4$咪咕直播
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4a$咪咕直播
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4o$咪咕直播
CCTV5,http://tvbox6.icu/tv/migu.php?id=cctv5$咪咕直播
CCTV5+,http://tvbox6.icu/tv/migu.php?id=cctv5p$咪咕直播
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6$咪咕直播
CCTV7,http://tvbox6.icu/tv/migu.php?id=cctv7$咪咕直播
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8$咪咕直播
CCTV9,http://tvbox6.icu/tv/migu.php?id=cctv9$咪咕直播
CCTV10,http://tvbox6.icu/tv/migu.php?id=cctv10$咪咕直播
CCTV11,http://tvbox6.icu/tv/migu.php?id=cctv11$咪咕直播
